-10	-9	953	888
-9	-8	1699	1566
-8	-7	3212	3008
-7	-6	5648	5280
-6	-5	9048	8418
-5	-4	13666	12774
-4	-3	19144	17735
-3	-2	25453	23718
-2	-1	30325	28216
-1	0	33821	31434
0	1	34178	31660
1	2	32479	30142
2	3	28077	26083
3	4	21764	20179
4	5	16047	14959
5	6	11153	10331
6	7	6636	6186
7	8	3726	3490
8	9	1652	1549
9	10	690	649
10	11	155	143
