-10	-9	883	878
-9	-8	1699	1686
-8	-7	3231	3215
-7	-6	5396	5372
-6	-5	8848	8805
-5	-4	13493	13418
-4	-3	18985	18874
-3	-2	25205	25063
-2	-1	30471	30291
-1	0	33906	33728
0	1	34535	34339
1	2	32040	31875
2	3	28062	27909
3	4	22283	22162
4	5	16318	16226
5	6	11088	11020
6	7	6992	6949
7	8	3897	3877
8	9	1722	1710
9	10	626	622
10	11	181	179
